web-scraper-order,web-scraper-start-url,nama,caption,ulasan,ulasan_preprocessed,label,sentiment,score;;;;;;
"1680415691-222,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,danang_stwd,Dingin menusuk tulang,""Sangat Menakjubkan... pemandangan yang indah, udara yang sangat dingin... top banget deh buat dikunjungi... jadi pengen kesana lagi..."",""menakjubkan ... pemandangan indah , udara dingin ... top banget deh dikunjungi ... pengen kesana ..."",negative,""[{'label': 'negative', 'score': 0.9140709042549133}]"",0.9140709042549133";;;;;;
"1680415691-223,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,mahareza93,Negeri di atas awan,""kalau mau merasakan berjalan diantara awan"""" Saya rasa tempat ini paling cocok untuk kesini . jaraknya sekitar 3-4 jam dari Yogyakarta .jika anda kesana sekitar jam 4 sore ,maka anda akan disuguhkan sama awan'' di bukit'' dieng . ketika sampai disana kami mengunjungi sebuah candi dan candi itu terlihat sperti apa yang saya lihat di berita . sangat indah pemandangan nya  meihat candi diselimuti awan'' seakan-akan kita berada di atas awan"",""merasakan berjalan awan '' cocok kesini . jaraknya 3-4 jam yogyakarta .jika kesana jam 4 sore , disuguhkan awan '' bukit '' dieng . disana mengunjungi candi candi sperti lihat berita . indah pemandangan nya meihat candi diselimuti awan '' seakan-akan awan"",negative,""[{'label': 'negative', 'score': 0.8297483325004578}]"",0.8297483325004578";;;;;;
"1680415691-224,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Myapocalypse08,Menikmati Sejuknya Dieng,""Dataran Tinggi Dieng terletak di Provinsi Jawa Tengah. Wilayah ini sebagian masuk ke dalam wilayah Kabupaten Wonosobo dan sebagian lagi wilayah Kabupaten Banjarnegara. Dataran tinggi Dieng memiliki pemandangan alam yang indah dan juga terdapat candi-candi yang menambah daya tarik bagi kawasan ini. Secara administrasi dataran tinggi Dieng sebagian masuk ke dalam wilayah Kabupaten Banjarnegara dan sebagian lagi masuk wilayah Kabupaten Wonosobo.";;;;;;
;;;;;;
Selain daya tarik wisata, wilayah Dieng juga memiliki potensi di bidang agribisnis. Komoditas kentang merupakan komoditas utama di wilayah ini. Selain itu juga terdapat tanaman khas Dieng yaitu Carica berupa pepaya, Cabe Dieng dan juga Purwoceng. Carica umumnya dijadikan manisan. Sementara itu purwaceng berkhasiat untuk menambah stamina tubuh. Selain agribisnis, panas bumi juga merupakan salah satu potensi daerah yang dimiliki oleh datara tinggi Dieng. ;;;;;;
;;;;;;
Di dataran tinggi Dieng terdapat Desa Sembungan yang merupakan desa tertinggi di pulau Jawa. Ketinggian Desa Sembungan sekitar 2.000 m dpl.;;;;;;
;;;;;;
Beberapa objek wisata yang dapat dikunjungi di Dieng beberapa diantaranya adalah sebagai berikut: ;;;;;;
1. Sunrise Bukit Sikunir;;;;;;
2. Telaga Warna;;;;;;
3. Telaga Cebong;;;;;;
4. Telaga Cebong;;;;;;
5. Dieng Plateu Theater;;;;;;
6. Candi;;;;;;
7. Kawah Sikidang;;;;;;
"dan banyak lagi."",""dataran dieng terletak provinsi jawa . wilayah masuk wilayah kabupaten wonosobo wilayah kabupaten banjarnegara . dataran dieng memiliki pemandangan alam indah candi-candi menambah daya tarik kawasan . administrasi dataran dieng masuk wilayah kabupaten banjarnegara masuk wilayah kabupaten wonosobo . daya tarik wisata , wilayah dieng memiliki potensi bidang agribisni . komodita kentang komodita utama wilayah . tanaman kha dieng carica pepaya , cabe dieng purwoceng . carica dijadikan manisan . purwaceng berkhasiat menambah stamina tubuh . agribisni , pana bumi salah potensi daerah dimiliki datara dieng . dataran dieng desa sembungan desa tertinggi pulau jawa . ketinggian desa sembungan 2.000 m dpl . objek wisata dikunjungi dieng : 1. sunris bukit sikunir "; 2. telaga warna ; 3. telaga cebong ; 4. telaga cebong ; 5. dieng plateu theater ; 6. candi ;" 7. kawah sikidang ."",positive,""[{'label': 'positive', 'score': 0.9676209688186646}]"",0.9676209688186646"
"1680415691-225,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,anthonypputro,Dataran tinggi dengan segudang cerita,""Jika anda termasuk pecinta dingin seperti saya, tempat ini sangatlah cocok. Terletak dekat dari kota Wonosobo, dan jangan kaget jika pada malam hari udara di Dieng bisa menurun sangat drastis, seakan akan sedang di musim dingin eropa. ";;;;;;
"Dataran ini menjanjikan segudang cerita dan objek Foto yang indah, pegunungan, ladang-ladang penduduk yang membentang indah, Danau-danau berwarna, Sunrise di pagi hari, pemandangan gunung Sindoro, makanan dan obat-obatan khas seperti carica dan purwaceng merupakan beberapa daya tarik dari kawasan wisata ini."",""pecinta dingin , cocok . terletak kota wonosobo , kaget malam udara dieng menurun drasti , seakan musim dingin eropa . dataran menjanjikan segudang cerita objek foto indah , pegunungan , ladang-ladang penduduk membentang indah , danau-danau berwarna , sunris pagi , pemandangan gunung sindoro , makanan obat-obatan kha carica purwaceng daya tarik kawasan wisata ."",positive,""[{'label': 'positive', 'score': 0.939644455909729}]"",0.939644455909729";;;;;;
"1680415691-226,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,ErnawatiBintoro,sayang terlalu banyak sampah,""menuju dieng dari arah kajen, pekalongan. langsung disambut dengan pemandangan perkebunan karet lalu dilanjut dengan hamparan kebun teh sampai ke desa batur. Jalanan tidak begitu luas, jenis jalan aspal desa yang muat 1,5 mobil dan sangat menanjak (mohon berhati-hati saat membawa kendaraan pribadi) ";;;;;;
saat tiba di dieng lalu disambut dengan udara dingin dan pemandangan komplek candi arjuna. ;;;;;;
sangat menyenangkan, namun komplek sekarang mulai dipenuhi sampah dari para pengunjung yang tidak bertanggung jawab -- sangat disayangkan.;;;;;;
"penginapan (homestay) sangat banyak dan beragam di sana. dan rata-rata menyediakan water heater dan bisa menggunakan fasilitas dapur. Harga 150rb (per kamar) - menginap saat musim libur lebaran tahun 2013"",""dieng arah kajen , pekalongan . langsung disambut pemandangan perkebunan karet dilanjut hamparan kebun teh desa batur . jalanan lua , jeni jalan aspal desa muat 1,5 mobil menanjak ( mohon berhati-hati membawa kendaraan pribadi ) dieng disambut udara dingin pemandangan komplek candi arjuna . menyenangkan , komplek dipenuhi sampah pengunjung bertanggung -- disayangkan . penginapan ( homestay ) beragam . rata-rata menyediakan water heater fasilita dapur . harga 150rb ( kamar ) - menginap musim libur lebaran 2013"",negative,""[{'label': 'negative', 'score': 0.9848761558532715}]"",0.9848761558532715";;;;;;
"1680415691-227,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,tjutjukbs,Cantik Eksotis,Menyajikan tempat yang cantik dan eksotis.Dari Jogyakarta ke arah barat sekitar 114 km.Masuk kawasan ini panoramanya menakjubkan. Udaranya dingin siang hari sekitar 15 sd 20 derajat Celcius kalau malam bisa 10 derajat. Kondisi yang berbeda dengan sekitarnya menyebabkan masyarakat setempat berpakaian yang berbeda.Rumah penduduk disulap untuk jadi penginapan bagi wisatawan.,menyajikan cantik eksotis.dari jogyakarta arah barat 114 km.masuk kawasan panoramanya menakjubkan . udaranya dingin siang 15 sd 20 derajat celciu malam 10 derajat . kondisi berbeda menyebabkan masyarakat berpakaian berbeda.rumah penduduk disulap penginapan wisatawan .,positive,""[{'label': 'positive', 'score': 0.7286167144775391}]"",0.7286167144775391";;;;;;
"1680415691-228,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Tata Y,Mensyukuri kebesaran Allah melalui keindahan alam_Nya.,""Kami berangkat dari Wates Yogyakarta menuju Wonosobo jam 9 pagi.Perjalanan menuju Dieng sedikit mendebarkan karena sedang musim hujan.";;;;;;
;;;;;;
Kami tiba di penginapan Dieng Pass jam 3 sore,setelah mampir di Wonosobo makan siang.Mas Agus pemilik penginapan menyampaikan kabar gembira,bahwa sore ini Dieng cerah.Padahal biasanya siang sering turun hujan.;;;;;;
;;;;;;
Karena sangat buta dengan objek wisata Dieng,kami pun menggunakan jasa tourguide seharga 150 rb,u memandu wisata di kawasan Dieng1 dan golden sunrise.;;;;;;
;;;;;;
Tarif wisata alam Dieng cukup terjangkau.Tiket terusan hanya seharga 20 rb per orang u dapat masuk k beberapa kawasan,kecuali Telaga Warna.;;;;;;
;;;;;;
Kami memulai tour ke Kawah Sikidang.Dari parkiran telah tercium bau belerang yg cukup menyengat.Kepulan asap kawah membuat suasana alam terasa sendu menakjubkan.Hawa sejuk dingin,menyambut.Dan subhanaLlah, di kawah utama yg terlihat sebagai wajan raksasa itu,terlihat cairan pekat seperti lumpur mendidih bergejolak,yg konon suhunya lebih dari 100 derjat.Allah Maha Besar!;;;;;;
;;;;;;
Selanjutnya kami menuju kawasan Telaga Warna dan Pengilon.Tidak sempat mengunjungi gua atau objek lain di kawasan itu.Saya begitu terpesona..Indah sekali!!!Tak satu kata pun dapat mewakili keindahannya.Bahkan kawasan alam yg masih terasa perawan itu,membuat Allah maha Pencipta,terasa semakin dekat.;;;;;;
;;;;;;
Menjelang Maghrib,kami menuju kawasan Candi Arjuna.Sepertinya ada telaga juga di kawasan itu,tapi kami tidak sempat k sana.;;;;;;
;;;;;;
Hawa dingin di Dieng semakin menggigit hingga tulang.Untungnya di penginapan disediakan selimut tebal.Jam 4 dinihari kami menuju puncak Sikunir u menyaksikan lukisan mahakarya yg Kuasa.Saya,suami,anak2 ku umur 12 dan 9 tahun juga ikut naik.Ajaib,di tengah2 musim penghujan,pagi itu kami mencapai puncak yg cerah.SubhanaLah.Indah.Dan pesona luar biasa yg tidak dapat diwakili dg kata. Jangan lupa,u naik k Sikunir sebauknya membawa bekal roti.Meski di puncaknya ada jajanan,tapi trnyata sangat antri.;;;;;;
;;;;;;
Mencapai wisata alam Dieng memang penuh tantangan,karena medan yg menanjak dan berliku.Namun kesan,pengalaman dan pemandangan menakjubkan terhadap kebesaran Allah,nyata sekali terpapar di sini.;;;;;;
;;;;;;
"Segala kebersahajaan penginapan di Dieng,tidak terasa sebegai keterbatasan.Karena pesona alam menyempurnakannya dengan sangat menakjubkan.Di penginapanpun kami disediakan sarapan dan air hangat u mandi,menambah sempurnanya keindahan dan kesegaran pagi itu di Dieng..."",""berangkat wate yogyakarta wonosobo jam 9 pagi.perjalanan dieng mendebarkan musim hujan . penginapan dieng pass jam 3 sore , mampir wonosobo makan siang.ma agu pemilik penginapan kabar gembira , sore dieng cerah.padah siang turun hujan . buta objek wisata dieng , jasa tourguid seharga 150 rb , u memandu wisata kawasan dieng1 golden sunris . tarif wisata alam dieng terjangkau.tiket terusan seharga 20 rb orang u masuk k kawasan , kecuali telaga warna . tour kawah sikidang.dari parkiran tercium bau belerang yg menyengat.kepulan asap kawah suasana alam sendu menakjubkan.hawa sejuk dingin , menyambut.dan subhanallah , kawah utama yg wajan raksasa , cairan pekat lumpur mendidih bergejolak , yg konon suhunya 100 derjat.allah maha ! kawasan telaga warna pengilon.tidak mengunjungi gua objek kawasan itu.saya terpesona .. indah ! ! ! mewakili keindahannya.bahkan kawasan alam yg perawan , allah maha pencipta , . menjelang maghrib , kawasan candi arjuna.sepertinya telaga kawasan , k . hawa dingin dieng menggigit tulang.untungnya penginapan disediakan selimut tebal.jam 4 dinihari puncak sikunir u menyaksikan lukisan mahakarya yg kuasa.saya , suami , anak2 ku umur 12 9 naik.ajaib , tengah2 musim penghujan , pagi mencapai puncak yg cerah.subhanalah.indah.dan pesona yg diwakili dg . lupa , u k sikunir sebauknya membawa bekal roti.meski puncaknya jajanan , trnyata antri . mencapai wisata alam dieng penuh tantangan , medan yg menanjak berliku.namun kesan , pengalaman pemandangan menakjubkan kebesaran allah , nyata terpapar . kebersahajaan penginapan dieng , sebegai keterbatasan.karena pesona alam menyempurnakannya menakjubkan.di penginapanpun disediakan sarapan air hangat u mandi , menambah sempurnanya keindahan kesegaran pagi dieng ..."",positive,""[{'label': 'positive', 'score': 0.9976155757904053}]"",0.9976155757904053";;;;;;
"1680415691-229,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,tyonugroho,Dieng Plateu wisata indah dan murah,""banyak objek wisata alami yang ditawarkan di dieng dan bisa dikunjungi bersama keluarga, teman, pasangan, atau orang-orang tercinta anda. mulai dari candi-candinya, kawah sikidang, sunrise, telaga, agrowisat, pemandian air panas dan masih banyak lagi. penginapan di sanapun relatif murah lho..."",""objek wisata alami ditawarkan dieng dikunjungi keluarga , teman , pasangan , orang-orang tercinta . candi-candinya , kawah sikidang , sunris , telaga , agrowisat , pemandian air pana . penginapan sanapun relatif murah lho ..."",negative,""[{'label': 'negative', 'score': 0.9837692379951477}]"",0.9837692379951477";;;;;;
"1680415691-230,https://www.tripadvisor.com/ShowUserReviews-g1137819-d3383524-r341870520-Dieng_Plateau-Dieng_Central_Java_Java.html,Listiaji,Dataran Tinggi Dieng: Penggalan Surga di Bumi Jawa,""Pengantar: Perjalanan ke Dataran Tinggi Dieng ini merupakan bagian dari liburan akhir tahun 2009 ke Magelang, Jogja, dan Purwokerto. Dalam perjalan liburan selama 7 hari ini, Dieng menjadi salah satu kawasan yang dikunjungi. Sebetulnya, rencananya seri liburan akhir tahun ini tidak memasukkan Dieng tapi Ciwidey di Bandung. Tapi konon suasana di Dieng hampir serupa dengan Ciwidey. Jadilah liburan akhir tahun ini mencoret Ciwedey dan memasukkan Dieng. Padahal tanggung udah masuk Jawa Tengah… huehehe …";;;;;;
;;;;;;
Perjalanan ke Dieng dimulai sekitar jam 6 pagi dari penginapan kami di kota Magelang, dan melewati beberapa kota kecil macam Secang, Temanggung, Parakan dan Wonosobo, sebelum akhirnya sampai di Dieng. Entah pemandangan alam yang cukup bagus atau jalan-jalan yang berkelok, perjalanan Magelang – Dieng yang jaraknya sekitar 100 kilometer itu ditempuh dalam waktu 3 jam .. uhhhh … lumayan lama juga.;;;;;;
;;;;;;
Sebelum memasuki kawasan Dieng, para pengunjung Dieng dikenakan retribusi sebesar 2.000 perak per orangnya, serta seribu rupiah lagi buat mobil. Gw pikir sesaat setelah membayar retribusi, sudahmasuk kawasan Dieng, ternyata masih harus menempuh perjalanan menanjak lagi sekitar 20 menit lah, sebelum sampai pos karcis … walahhh … tadi retribusi sekarang karcis terusan [macam Dufan aja]. Disini pengunjung dimintai karcis sebesar 16.000 rupiah per orangnya dan 3.000 rupiah buat mobilnya. Dari sini, kita sudah memasuki kawasan Dieng … dengan cuacanya yang cukup dingin dan sesekali turun kabut. Sebelum sampai pos karcis tadi sempet mampir di Gardu Pandang Tieng yang terletak di ketinggian 1.800 meter diatas permukaan laut. Dari gardu pandang ini, nampak hamparan pegunungan yang indah. Konon kabarnya dari gardu pandang ini akan tampak siluet keemasan yang cukup memukau saat matahari terbit di pagi hari, yang disebut Golden Sunrise, dan bisa dilanjutkan ke Dieng untuk melihat sunrise kedua berwarna keperakan yang disebut Silver Sunrise. Bila mau, datanglah pagi2 sekali kesini sebelum matahari terbit.;;;;;;
;;;;;;
Menjelajahi kawasan Dieng tak terlalu sulit, karena letak berbagai obyek wisatanya yang melingkar sehingga mudah diselusuri dengan kendaraan. Tak jauh dari pos karcis terusan terdapat Telaga Warna, ternyata disini tidak termasuk karcis terusan, karena masih harus membayar tiket masuk sebesar 2.000 rupiah per orangnya. Tak jauh berjalan kaki, kita akan menemukan Telaga Warna. Telaga ini memantulkan aneka warna yang saat itu memantulkan warna hijau dan biru dari telaga. Sementara disampingnya terdapat Telaga Pangilon yang berkilau seperti cermin. Tak jauh dari telaga, terdapat Gua Semar yang memiliki panjang kira2 4 meter dengan dinding batu dan biasa digunakan untuk meditasi. Disamping itu juga terdapat sumber air kesucian yang disebut Tirta Prawitasari. Terdapat pula Gua Pengantin. Menjelang keluar dari kawasan telaga, gw foto dulu sama monyet yang ada disitu [hehe .. berasa di Sangeh aja …].;;;;;;
;;;;;;
Dari Telaga Warna, gw menuju ke Dieng Plateu Theater. Sekilas bangunan theater terlihat macam rumah adat Minang, entah apa makna dibalik bentuk bangunan itu. Bangunan ini semacam bioskop yang memutar pertunjukan film yang menceritakan asal-usul dan bagaimana terbentuknya Dataran Tinggi Dieng, yang konon terbentuk gara-gara letusan gunung berapi yang ….. [mohon maaf film terhenti seketika gara2 listrik mati … huahaha … gak di Jakarta gak di Dieng ada ajamati lampu] … terpaksalah gw keluar theater dengan cerita yang menggantung. Persis di depan theater, di tempat parkir mobil, ternyata terdapat pembangkit listrik tenaga panas bumi … huuhhh … dengan pembangkit listrik persis di depan jidat aja masih mati lampu … daripada sebel. Akhirnya gw makan somay panas yang ada di depan theater .. hehehe … di cuaca dingin begini somay yang kebanyakan sagu itu terasa enak juga…;;;;;;
